clade_name	NCBI_tax_id	SRS150038	SRS149973	SRS149696	SRS149647	SRS149585	SRS149492	SRS149334	SRS149286	SRS149237	SRS149190	SRS149084	SRS148979	SRS148826	SRS148777	SRS148730	SRS148520	SRS148414	SRS148367	SRS148287	SRS148262	SRS148205	SRS148193	SRS148100	SRS147937	SRS147871	SRS147745	SRS147718	SRS147670	SRS147547	SRS147442	SRS147386	SRS147338	SRS147281	SRS147184	SRS147128	SRS147106	SRS147057	SRS146878	SRS146866	SRS146830	SRS146797	SRS146750	SRS145509	SRS144765	SRS144707	SRS144621	SRS144427	SRS144402	SRS144306	SRS144237	SRS144144	SRS144121	SRS144096	SRS144026	SRS144000	SRS143885	SRS143872	SRS143759	SRS143684	SRS143409	SRS143360	SRS143141	SRS143094	SRS142940	SRS142907	SRS142664	SRS142608	SRS142551	SRS142483	SRS140657	SRS105148	SRS105121	SRS105074	SRS104968	SRS104921	SRS104842	SRS104711	SRS104653	SRS104368	SRS104320	SRS104291	SRS104177	SRS104093	SRS104045	SRS103983	SRS102814	SRS101445	SRS101388	SRS101280	SRS100033	SRS098860	SRS098735	SRS098624	SRS098567	SRS098482	SRS098071	SRS098057	SRS097972	SRS097918	SRS097907	SRS079308	SRS078738	SRS078677	SRS078431	SRS078254	SRS078223	SRS078003	SRS077922	SRS077861	SRS077639	SRS077549	SRS077520	SRS077447	SRS077390	SRS077245	SRS077104	SRS077022	SRS076926	SRS076874	SRS076821	SRS076770	SRS075993	SRS075959	SRS075876	SRS075819	SRS075771	SRS075445	SRS075410	SRS075353	SRS075090	SRS075033	SRS074976	SRS074682	SRS074598	SRS065542	SRS065310	SRS065099	SRS064937	SRS064493	SRS064449	SRS064329	SRS064260	SRS064219	SRS064158	SRS063999	SRS063603	SRS063485	SRS063246	SRS062931	SRS058808	SRS058730	SRS058261	SRS058053	SRS057886	SRS057619	SRS057490	SRS056951	SRS056537	SRS056447	SRS056113	SRS056090	SRS055450	SRS055401	SRS055378	SRS054995	SRS054653	SRS054430	SRS054196	SRS053917	SRS053895	SRS053630	SRS053584	SRS052876	SRS052604	SRS052095	SRS052061	SRS051941	SRS051930	SRS051378	SRS051244	SRS051228	SRS050799	SRS049392	SRS049318	SRS049268	SRS047634	SRS047590	SRS047265	SRS047126	SRS047113	SRS047100	SRS045763	SRS045588	SRS045313	SRS045197	SRS045015	SRS044448	SRS044366	SRS044230	SRS043867	SRS043772	SRS043755	SRS043729	SRS043454	SRS043083	SRS043018	SRS042984	SRS042307	SRS024649	SRS024561	SRS024504	SRS024355	SRS024289	SRS024144	SRS024119	SRS024087	SRS024021	SRS023964	SRS023841	SRS023538	SRS023358	SRS022980	SRS022883	SRS022725	SRS022536	SRS022281	SRS022149	SRS022083	SRS021960	SRS021477	SRS020862	SRS020406	SRS020340	SRS020283	SRS019980	SRS019906	SRS019798	SRS019591	SRS019494	SRS019443	SRS019387	SRS019360	SRS019333	SRS019276	SRS019225	SRS019176	SRS019128	SRS019077	SRS019028	SRS018975	SRS018929	SRS018826	SRS018802	SRS018778	SRS018750	SRS018691	SRS018665	SRS018616	SRS018602	SRS018573	SRS018513	SRS018479	SRS018394	SRS018337	SRS018157	SRS018061	SRS017788	SRS017757	SRS017634	SRS017445	SRS017387	SRS017330	SRS017304	SRS017227	SRS017088	SRS017025	SRS016876	SRS016665	SRS016474	SRS016393	SRS016331	SRS016200	SRS016139	SRS016092	SRS016071	SRS016043	SRS015989	SRS015947	SRS015899	SRS015803	SRS015755	SRS015692	SRS015650	SRS015596	SRS015574	SRS015470	SRS015440	SRS015378	SRS015308	SRS015278	SRS015215	SRS015158	SRS015128	SRS015063	SRS015044	SRS014941	SRS014894	SRS014690	SRS014578	SRS014524	SRS014476	SRS014402	SRS013949	SRS013938	SRS013836	SRS013663	SRS013533	SRS013252	SRS012989	SRS012922	SRS011343	SRS011255	SRS011152	SRS011126	SRS011098
g__Lachnoanaerobaculum	2|1239|186801|186802|186803|1164882	0	0.00637	0	0	0	0.56593	0.02448	0	0.00248	0.01492	0	0	0	0	0	0.05568	0.03216	0.01277	0	0.03141	0.05289	0.14156	0	0.00654	0.00765	0.22565	0.11861	0	0.58683	0.00113	0.16394	0	0.00122	0.03758	0.12137	0.46485	0	0.1142	0.1044	0.08813	0.01205	0.03425	0.07446	0.1743	0.00136	0.24905	0.03062	0.03801	0.00247	0.00879	0	0.12375	0.1687	0.11492	0.10082	0.11361	0.00929	0.07074	0.01485	0	0	0	0.00109	0	0.01905	0.06029	0	0.00282	0.57074	0	0	0	0.0439	0	0.47213	0.208	0.00134	0.14102	0.00053	0.00208	0.0309	0.34284	0.03105	0.04534	0.16228	0.0017	0.09364	0.06495	0	0.05081	0.05571	0.00326	0.00432	0.16236	0.09722	0.00023	0	0.03792	0	0.00131	0.16525	0.11617	0.04769	0.61374	0	0.04189	0.25075	0.65368	0	0.0059	0	1.10687	0	0.09102	0.00544	0.02311	0.02234	0.00878	0.00212	0.01824	0.16815	0	0.00852	0.00561	0.04517	0.30361	0	0.00073	0.00071	0.00074	0	0.04115	0.00094	0.38034	0	0.00105	0.58632	0.00791	0	0.00323	0.14622	0.10385	0	0	0.33098	0.03812	0.11393	0.28212	0.03601	0.22917	0.00238	0.00221	0.25619	0.00634	0.00348	0.11052	0.16608	0.01862	0	0.24423	0	0.00926	0.00119	0.18166	0	0.02654	0	0	0.0014	0	0	0	0.0009	0.13581	0	0.14975	0.29402	0.20595	0	0.27418	0.03185	0	0.11312	0.69567	0.18935	0.06509	0.04117	0	0.004	0.07664	0	0.05251	0.06313	0	0.03661	0.00085	0.39569	0	0.00181	0	0.19703	0.02864	0.07286	0.07051	0	0.06836	0.14009	0	0.61589	0.22921	0.25252	0.45134	0.20738	0.93746	0.7882	1.00715	0.00332	0.03882	0.63044	0	0.17311	0.42415	0.16321	0.28451	0.42633	0.06802	0.21144	0.01685	0.12519	0.19263	0	0.01189	0.01965	0.06758	0.18364	0.00814	0.29131	0.00467	0	0	0.02548	0	0	0.53615	0.05274	0.32615	0.02657	0.00056	0.6318	0	0	0.17067	0	0	0.05987	0.00868	0.08204	0	0.01303	0.02533	0.04342	0.03881	0.00436	0.0098	0	0	0.15606	0.1146	0.45685	0	0	0	2.0498	0.06642	0	0	1.19179	0.32264	0.07506	0	0.00055	0.02705	0.0016	0	0.05942	0.14115	0.00168	0.00175	0	0	0.00979	0.02205	0	0.0003	1.18319	0.0051	0.00285	0	0.14347	0.22345	0.51765	0.01638	0.14341	0	0.25303	0.0105	0	0.3964	0.00544	0.00836	0.04841	0.87173	0.0037	0	1.14316	0.6413	0.16377	1.33682	0	0	0.00136	0.09046	0.00746	0.00351	0
g__Lachnospira	2|1239|186801|186802|186803|28050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Lachnospiraceae_unclassified	2|1239|186801|186802|186803|	0	0	0	0	0	0	0	0.03882	0	0	0	0	0	0	0	0	0	0.00629	0.01786	0	0.01017	0	0	0	0.00037	0	0	0	0.00825	0	0	0	0	0	0	0.00783	0	0	0	0	0	0	0	0	0	0.00178	0	0.00096	0	0.0067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57095	0	0	0	0	0	0.09664	0	0	0	0	0	0.00186	0	0.00283	0.00527	0.00772	0	0	0	0	0	0.0979	0	0	0	0	0.00487	0	0.02289	0.00385	0	0	0	0	0	0	0	0.00104	0	0	0.00257	0	0	0	0	0	0.00016	0	0	0	0.00082	0.00468	0	0.00017	0	0.00139	0.00496	0	0	0.00977	0	0	0	0.00521	0	0	0	0	0	0	0	1.60982	0	0	0	0.00516	0	0.0062	0	0	0	0.00021	0	0	0	0.01895	0	0	0	0	0	0	0.04639	0.01053	0	0	0	0	0	0	0.00961	0	0	0	0	0	0	0.00527	0	0	0	0	0	0	0.00047	0	0	0	0.00237	0	0.00293	0	0	0	0	0	0	0	0	0.00249	0	0	0.00864	0	0	0.00207	0	0	0	0	0	0	0.41234	0	0	0	0	0	0	0	0	0.00132	0.17903	0	0	0	0	0	0	0	0	0	0	0	0	0.03144	0	0.42439	0	0.00451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00236	0	0.01898	0	0.00685	0	0	0	0	0.0224	0	0	0	0	0	0	0	0	0	0	0	0.00023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.02736	0	0	0.00054	0.14008	0	0	0	0.00734	0.00332	0
g__Oribacterium	2|1239|186801|186802|186803|265975	0	0	0	0	0	0	0.02972	0.0018	0.02419	0	0	0.0322	0	0	0.00066	0	0.00142	0.00035	0	0	0.19527	0.00334	0	0	0.00681	0	0	0	0.01584	0	9e-05	0	0	0	0.00059	0.00122	0	0.0445	0.00091	0.00139	0.01539	0	0.01357	0	0	0.02748	0	0	0	0.01623	0	0.01136	0.00995	0.04168	0.03131	0.00056	0.00143	0.01126	0.0014	0	0	0	0	0	0	0.06644	0.04447	0	0.0015	0	0	0	0.00874	0	0.00269	0.03923	0	0.00285	0	0	0.00232	0.02256	0.00564	0.0087	0.00373	0.01678	0.3319	0.02887	0	0.00073	0.00177	0	0.01337	0.01909	0	0.00424	0	0.00655	0.0022	0	0.01051	0.06954	0.00598	0.27467	0	0.01122	0.13194	0	0	0	0	0.01902	0	0.00348	0	0.01396	0	0	0	0	0	0.06248	0	0	0	0	0	0	0	0	0.03895	0.0062	0	0	0	0	0.00453	0.0002	0	0	2.15988	0.00976	0	0	0.00539	0.01367	0	0	0	0	0.00034	0	0.07463	0	0	0.00846	0.00908	0.00283	0.00294	0	0	0	0	0.08634	0	0.00813	0	0	0	0	0	0	0	0	0.4173	0.08951	0	0.01916	0.00064	0.00758	0.00104	0.00171	0	0.0281	0.11214	0.00388	0	0	0.00047	0.03394	0	0	0	0	0.00238	0.01197	0.00567	0.03637	0	0.06337	0	0	0.00074	0.96822	0	0.0109	0.0071	0	0.06849	0.22284	0.0125	0.00636	0	0.08696	0.00333	0.00974	0.00629	0.07783	0.02681	0	0.00924	0.6437	0.01013	0.00843	0.04275	0.14784	0.0827	0.01236	0.03074	0.00175	0	0	0	0.32929	0.01302	0	0.00845	0	0	0	0	0	0	0.01479	0.01391	0.00756	0.08726	0	0.02287	0	0	0.08462	0	0	0.02173	0.00678	0.02523	0	0	0.00062	0	0.00312	0	0.11218	0	0	0.07451	0.07542	0.0974	0.00236	0	0	0.03612	0.15242	0.04447	0	0.08367	0.01058	0.07689	0	0	0	0	0	0	0	0.00156	0.00247	0.00858	0	0	0.06693	0	0	0.0789	0	0	0	0.00436	0.00613	0.0682	0	0.02978	0	0.03026	0	0	0.01364	0.00169	0	0.17397	0	0.00168	0	0.43607	0.39812	0.14329	0	0	0.00301	0	0.13117	0.0024	0.00527	0.01805
g__Roseburia	2|1239|186801|186802|186803|841	0	0	0	0	0	0	0	0.00092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00557	0	0	0	0.00235	0	0	0	0	0	0	0.00089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18427	0	0.01449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03702	0	0	0	0	0	0
g__Shuttleworthia	2|1239|186801|186802|186803|177971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01659	0	0	0	0	0	0	0.00788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00069	0	0	0	0.00043	0	0	0	0	0	0	0	0.00225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02902	0.00128	0.00724	0	0	0	0	0.00458	0	0	0
g__Stomatobaculum	2|1239|186801|186802|186803|1213720	0	0	0	0.01039	0	0.00231	0.08939	0	0	0	0	0	0	0.0022	0	0.00425	0	0.00104	0	0	0.0034	0.00018	0	0.00263	0.00134	0	0	0	0.05135	0.00385	0.03632	0	0	0.01114	0.00937	0.1406	0	0.46698	0.32841	0.30775	0	0.01694	0.00109	0	0.00387	0.04782	0	0	0.00354	0.00641	0	0.08699	0.07427	0	0	0.05029	0.0045	0.02314	0	0	0	0.00091	0	0	0	0.0042	0	0	0.05406	0	0	0	0.00108	0	0.07472	0.03043	0	0.05437	0	0	0.05291	0.00652	0	0.03055	0.00971	0.00096	0.00485	0.01098	0	0.00482	0	0.00254	0	0.02321	0.01005	0.00772	0	0.09617	0	0.00087	0.00143	0.03282	0.01178	0	0	0.00804	0.07046	0.0994	0	0.00673	0	0.11901	0	0.08539	0.00157	0	0.00482	0.00214	0.00313	0.00981	0.00137	0	0	0.00357	0.01698	0.00337	0	0	0.00062	0	0	0.03967	0	0	0	0	0.01726	0.00019	0	0	0.00817	0	0	0	0.0125	0.00123	0	0.18732	0	0	0.0015	0	0.04652	0	0	0	0.08218	0	0	0.03287	0	0.00021	0	0.02048	0	0.00108	0	0	0	0	0	0	0.01415	0	0.00042	0.01344	0.00353	0.07996	0	0.01893	0.01686	0	0	0.0226	0.05009	0	0	0	0.03005	0	0.00028	0	0	0	0	0	0.11569	0	0.0011	0	0	0.00375	0.00539	0.02228	0	0.01241	0.00286	0	0.00945	0.02951	0.02294	0.07574	0	0	0.00434	0.00812	0	0	0	0	0	0.04592	0.00564	0.08741	0.15159	0	0	0	0	0	0	0.00475	0.0048	0	0.00485	0.00457	0.02315	0	0	0	0	0	0	0.06077	0.01683	0.08683	0	0	0.1128	0	0	0.06005	0	0	0.06773	0.00161	0.06372	0	0.01169	0.01284	0	0.00399	0	0.00088	0	0	0	0	0.03055	0	0.00093	0	0	0.0145	0	0	0.32339	0	0.07911	0	0	0	0.00462	0	0	0	0	0.00539	0	0	0	0	0	0	0.03131	0.00125	0.00187	0	0	0	0.02234	0	0.00869	0	0.0023	0	0	0.04139	0	0	0	0.00015	0	0	0.64967	0.01658	0.02871	0	0	0	0	0.00251	0	0	0
g__Oscillibacter	2|1239|186801|186802|216572|459786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00131	0	0	0	0	0	0	0	0	0	0	0	0	0.00292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01111	0	0	0	0	0	0
g__Filifactor	2|1239|186801|186802|186804|44259	0	0	0	0	0	0	0	0.07525	0	0	0	0	0	0	0.01731	0	0	0	0	0	0.06739	0.02022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02296	0	0	0	0	0	0.04466	0.0482	0.0015	0.00019	0.0471	0.00073	0	0	0	0	0	0	0	0	0	0	0.00111	0	0	0	0	0.02157	0	0	0.0002	0	0	0	0	0	0	0	0	0.01747	0	0.17802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01959	0.0425	0	0	0	0	0	0	0	0	0	0.01153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00331	0	0	0	0	0	0	0	0	0	0	0	0	0.04477	0	0	0	0.03812	0	0	0	0	0	0	0	0	0	0	0	0	0.05683	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22612	0.0012	0.0443	0	0	0	0	0	0	0	0.96712	0	0	0	0	0	0	0	0	0	0	0.02936	0	0.0007	0	0.00064	0	0	0	0	0	0	0	0	0	0	0	0.03837	0	0	0	0	0.02344	0.34973	0	0.00305	0	0	0	0	1.19546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00075	0	0	0.19779	0	0	0.00187	0	0.00447	0	0	0	0	0	0	0	0	0	0	0	0.12658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08024	0	0	0	0.04397	0.22103	0.15486	0	0	0	0	0.163	0	0	0
g__Peptoanaerobacter	2|1239|186801|186802|186804|1913599	0	0	0	0	0.14214	0	0.01323	0.18525	0	0.13622	0.06665	0.01648	0.00637	0.00874	0.04878	0.00764	0	0.01726	0.24252	0.39437	0.10444	0.12781	0	0	0.01057	0.1111	0.04048	0	0.2705	0	0.45544	0	0.43166	0.0191	0.05773	0.11458	0	0.19314	0	0	0.00583	0.00108	0	0	0.0728	0.26835	0	0.00174	0	0.16953	0	0.11137	0.18533	0.34023	0.30221	0.23283	0.09461	0	0.00437	0	0	0.01429	0.02972	0	0.0031	0.11935	0	0.2476	0.01085	0	0.01079	0.01735	0.041	0	0	0.63653	0.60246	0.13667	0	0.36935	0	0.00866	0	0	0.11774	0.08243	0.24222	0.20328	0.524	0.0292	0	0	0.05132	0.03464	0.13261	0.01425	0.0799	0.01661	0.21127	0.16446	0.01682	0.00155	0.09602	0.00863	0.03512	0.13267	0.63038	0.03774	0.19856	0.04076	0.29075	0.87414	0.00153	0.00743	0.41221	0.00447	0.22294	0	0.05258	0	0	0.49306	0.03781	0.00048	0.05828	0	0	0	0.00057	0.03395	0.05511	0.06088	0.10188	0.0056	0.13248	0.01082	0.02835	0.04335	0	0.28979	0	0.10005	0	0.13261	0.31431	1.18696	0.04011	0.03287	0.09763	0.73305	0	0	0.28765	0.23397	0	0	0.30805	0.22533	0.08365	0.00877	0.00469	0.42667	0.19729	1.24525	0	0.02963	2.0374	0.00179	0.25305	0.00242	0	0.11784	0	0.41412	0.20027	0.02595	0.08498	0.26818	0.09728	0.89577	0	0.01634	0.03247	0.49775	0.39122	1.39559	0	0.23651	0.06349	0.33136	0.02512	0.18746	0	0.37645	0.2508	0.26379	0.01558	0	0.01266	0	0.07437	0.12583	0	0.22114	0.10251	0.21859	0.69397	0	0	0.71532	0.04215	0	0.31038	0.04653	0.29635	0.41352	0.04043	0.80805	0.24167	0.46198	0.18612	0.27335	0.47551	1.11953	0.10075	0.20685	2.14252	0.00745	0.24428	0.07526	0	0	0.00506	0.28062	0	0.03623	0	0.04901	0.16086	0	0.01214	0.39324	0.30312	0.01223	0.0603	0.01723	0.66607	0.11213	0.10676	0.12708	0.08864	0.60554	0.02319	0.04553	0.1068	0	0.17482	0	0.08672	0.13693	0.20022	0.14799	0.20965	0.01391	0.37681	0.07073	0.01997	0.00992	0.29423	0.26213	1.16541	0	0	0.27498	0	0.0632	0.02802	0.32221	0.20425	0	0.38821	0.0083	0.00841	0	0.35755	0.90494	0.08716	0.0026	0.05769	0.26219	0.01873	0.77883	0.16589	0.01668	0	0	0	0	0.02637	0.04695	2.01695	0.13785	0.00272	0.00102	0.01109	0.02825	0.11913	0.04577	0.22755	0.01681	0.35842	0.15848	0.24565	0.00589	0.21906	0.37583	0.44349	0.10923	0.10514	0	1.15792	0.23874	0.42316	0.26445	0
g__Peptostreptococcaceae_unclassified	2|1239|186801|186802|186804|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00126	0	0	0	0	0	0	0	0	0	0
g__Peptostreptococcus	2|1239|186801|186802|186804|1257	0	0	0	0	0	0	0.04297	0.00196	0	0	0	0	0	0	0	0	0	0	0	0	0.02473	0.01326	0	0	0	0.02518	0.01463	0	0.05738	0	0.02627	0	0.05714	0	0.00028	0.0071	0	0.00107	0	0	0	0	0	0	0	0.07316	0	0	0	0	0	0.00371	0.00538	0.07602	0.0649	0.02168	0	0	0	0	0	0	0	0	0	0.07748	0	0.01003	0	0	0	0	0	0	0	0.00542	0	0	0	0.00126	0	0	0	0	0.01784	0	0.03567	0.00572	0	0.00243	0	0	0.01325	0	0.00095	0.01426	0	0	0.00182	0	0	0	0	0	0.00134	0.02443	0.01498	0	0	0.00093	0.00957	0.01882	0	0	0.00174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01582	0.00048	0	0	0	0	0.0018	0	0	0.00547	0	0	0	0	0.10013	0	0	0.04686	0	0	0	0.01763	0	0	0.00725	0.06644	0.01226	0	0	0	0	0.03764	0.03415	0	0	0	0	0.00038	0	0	0	0	0.01381	0.02375	0.06231	0.02729	0	0	0.02555	0	0.00243	0	0.03361	0.0322	0.02637	0.04199	0	0	0	0	0	0	0.31087	0.12018	0	0	0	0	0	0	0	0	0.00086	0.01169	0	0.01841	0	0	0	0	0	0	0	0.0095	0.02175	0.00083	0.11144	0.0043	0	0.05414	0.0073	0	0	0	0	0.16633	0.00944	0.00201	0	0	0	0	0.2573	0	0	0	0	0	0	0	0	0	0	0	0	0.00546	0.00612	0.02013	0	0	0.22146	0	0	0	0	0.00057	0	0.0073	0.01479	0	0	0	0	0.00253	0	0.02103	0.01407	0	0	0.01347	0	0	0	0	0.00169	0	0	0.00254	0	0	0	0	0	0	0	0	0	0	0.00923	0	0.01902	0.00484	0	0	0	0	0	0	0	0.00019	0	0	0	0	0	0	0	0	0.0013	0	0	0	0.00069	0.3832	0	0.28019	0	0	0	0	0	0	0.01166	0
g__Faecalibacterium	2|1239|186801|186802|541000|216851	0	0	0	0	0	0.00035	0	0.00536	0.01113	0	0	0	0	0	0	0	0	0	0	0	0.00162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00091	0	0	0	0	0	0	0	0	0	0.00554	0.00023	0	0	0	0.00093	0	0	0	0	0	0.0008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013	0.0039	0	0	0	0	0	0	0	0.00105	0	0	0	0	0	0.00026	0	0	0.00453	0	0	0	0.0221	0	0	0	0	0	0	0.00683	0	0	0	0	0	0	0	0	0.00306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01249	0	0	0	0	0	0	0	0	0	0	0	0	0.00642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05646	0	0	0	0	0	0
